score,darts_remaining,target_amount,target,target_text
254,2,60,T20,Treble Twenty
254,3,60,T20,Treble Twenty
255,1,60,T20,Treble Twenty
255,2,60,T20,Treble Twenty
255,3,60,T20,Treble Twenty
256,1,60,T20,Treble Twenty
256,2,60,T20,Treble Twenty
256,3,60,T20,Treble Twenty
257,1,60,T20,Treble Twenty
257,2,60,T20,Treble Twenty
257,3,60,T20,Treble Twenty
258,1,60,T20,Treble Twenty
258,2,60,T20,Treble Twenty
258,3,60,T20,Treble Twenty
259,1,60,T20,Treble Twenty
259,2,60,T20,Treble Twenty
259,3,60,T20,Treble Twenty
260,1,60,T20,Treble Twenty
260,2,60,T20,Treble Twenty
260,3,60,T20,Treble Twenty
261,1,60,T20,Treble Twenty
261,2,60,T20,Treble Twenty
261,3,60,T20,Treble Twenty
262,1,60,T20,Treble Twenty
262,2,60,T20,Treble Twenty
262,3,60,T20,Treble Twenty
263,1,60,T20,Treble Twenty
263,2,60,T20,Treble Twenty
263,3,60,T20,Treble Twenty
264,1,60,T20,Treble Twenty
264,2,60,T20,Treble Twenty
264,3,60,T20,Treble Twenty
265,1,60,T20,Treble Twenty
265,2,60,T20,Treble Twenty
265,3,60,T20,Treble Twenty
266,1,60,T20,Treble Twenty
266,2,60,T20,Treble Twenty
266,3,60,T20,Treble Twenty
267,1,60,T20,Treble Twenty
267,2,60,T20,Treble Twenty
267,3,60,T20,Treble Twenty
268,1,60,T20,Treble Twenty
268,2,60,T20,Treble Twenty
268,3,60,T20,Treble Twenty
269,1,60,T20,Treble Twenty
269,2,60,T20,Treble Twenty
269,3,60,T20,Treble Twenty
270,1,60,T20,Treble Twenty
270,2,60,T20,Treble Twenty
270,3,60,T20,Treble Twenty
271,1,60,T20,Treble Twenty
271,2,60,T20,Treble Twenty
271,3,60,T20,Treble Twenty
272,1,60,T20,Treble Twenty
272,2,60,T20,Treble Twenty
272,3,60,T20,Treble Twenty
273,1,60,T20,Treble Twenty
273,2,60,T20,Treble Twenty
273,3,60,T20,Treble Twenty
274,1,60,T20,Treble Twenty
274,2,60,T20,Treble Twenty
274,3,60,T20,Treble Twenty
275,1,60,T20,Treble Twenty
275,2,60,T20,Treble Twenty
275,3,60,T20,Treble Twenty
276,1,60,T20,Treble Twenty
276,2,60,T20,Treble Twenty
276,3,60,T20,Treble Twenty
277,1,60,T20,Treble Twenty
277,2,60,T20,Treble Twenty
277,3,60,T20,Treble Twenty
278,1,60,T20,Treble Twenty
278,2,60,T20,Treble Twenty
278,3,60,T20,Treble Twenty
279,1,60,T20,Treble Twenty
279,2,60,T20,Treble Twenty
279,3,60,T20,Treble Twenty
280,1,60,T20,Treble Twenty
280,2,60,T20,Treble Twenty
280,3,60,T20,Treble Twenty
281,1,60,T20,Treble Twenty
281,2,60,T20,Treble Twenty
281,3,60,T20,Treble Twenty
282,1,60,T20,Treble Twenty
282,2,60,T20,Treble Twenty
282,3,60,T20,Treble Twenty
283,1,60,T20,Treble Twenty
283,2,60,T20,Treble Twenty
283,3,60,T20,Treble Twenty
284,1,60,T20,Treble Twenty
284,2,60,T20,Treble Twenty
284,3,60,T20,Treble Twenty
285,1,60,T20,Treble Twenty
285,2,60,T20,Treble Twenty
285,3,60,T20,Treble Twenty
286,1,60,T20,Treble Twenty
286,2,60,T20,Treble Twenty
286,3,60,T20,Treble Twenty
287,1,60,T20,Treble Twenty
287,2,60,T20,Treble Twenty
287,3,60,T20,Treble Twenty
288,1,60,T20,Treble Twenty
288,2,60,T20,Treble Twenty
288,3,60,T20,Treble Twenty
289,1,60,T20,Treble Twenty
289,2,60,T20,Treble Twenty
289,3,60,T20,Treble Twenty
290,1,60,T20,Treble Twenty
290,2,60,T20,Treble Twenty
290,3,60,T20,Treble Twenty
291,1,60,T20,Treble Twenty
291,2,60,T20,Treble Twenty
291,3,60,T20,Treble Twenty
292,1,60,T20,Treble Twenty
292,2,60,T20,Treble Twenty
292,3,60,T20,Treble Twenty
293,1,60,T20,Treble Twenty
293,2,60,T20,Treble Twenty
293,3,60,T20,Treble Twenty
294,1,60,T20,Treble Twenty
294,2,60,T20,Treble Twenty
294,3,60,T20,Treble Twenty
295,1,60,T20,Treble Twenty
295,2,60,T20,Treble Twenty
295,3,60,T20,Treble Twenty
296,1,60,T20,Treble Twenty
296,2,60,T20,Treble Twenty
296,3,60,T20,Treble Twenty
297,1,60,T20,Treble Twenty
297,2,60,T20,Treble Twenty
297,3,60,T20,Treble Twenty
298,1,60,T20,Treble Twenty
298,2,60,T20,Treble Twenty
298,3,60,T20,Treble Twenty
299,1,60,T20,Treble Twenty
299,2,60,T20,Treble Twenty
299,3,60,T20,Treble Twenty
300,1,60,T20,Treble Twenty
300,2,60,T20,Treble Twenty
300,3,60,T20,Treble Twenty
301,1,60,T20,Treble Twenty
301,2,60,T20,Treble Twenty
301,3,60,T20,Treble Twenty
302,1,60,T20,Treble Twenty
302,2,60,T20,Treble Twenty
302,3,60,T20,Treble Twenty
303,1,60,T20,Treble Twenty
303,2,60,T20,Treble Twenty
303,3,60,T20,Treble Twenty
304,1,60,T20,Treble Twenty
304,2,60,T20,Treble Twenty
304,3,60,T20,Treble Twenty
305,1,60,T20,Treble Twenty
305,2,60,T20,Treble Twenty
305,3,60,T20,Treble Twenty
306,1,60,T20,Treble Twenty
306,2,60,T20,Treble Twenty
306,3,60,T20,Treble Twenty
307,1,60,T20,Treble Twenty
307,2,60,T20,Treble Twenty
307,3,60,T20,Treble Twenty
308,1,60,T20,Treble Twenty
308,2,60,T20,Treble Twenty
308,3,60,T20,Treble Twenty
309,1,60,T20,Treble Twenty
309,2,60,T20,Treble Twenty
309,3,60,T20,Treble Twenty
310,1,60,T20,Treble Twenty
310,2,60,T20,Treble Twenty
310,3,60,T20,Treble Twenty
311,1,60,T20,Treble Twenty
311,2,60,T20,Treble Twenty
311,3,60,T20,Treble Twenty
312,1,60,T20,Treble Twenty
312,2,60,T20,Treble Twenty
312,3,60,T20,Treble Twenty
313,1,60,T20,Treble Twenty
313,2,60,T20,Treble Twenty
313,3,60,T20,Treble Twenty
314,1,60,T20,Treble Twenty
314,2,60,T20,Treble Twenty
314,3,60,T20,Treble Twenty
315,1,60,T20,Treble Twenty
315,2,60,T20,Treble Twenty
315,3,60,T20,Treble Twenty
316,1,60,T20,Treble Twenty
316,2,60,T20,Treble Twenty
316,3,60,T20,Treble Twenty
317,1,60,T20,Treble Twenty
317,2,60,T20,Treble Twenty
317,3,60,T20,Treble Twenty
318,1,60,T20,Treble Twenty
318,2,60,T20,Treble Twenty
318,3,60,T20,Treble Twenty
319,1,60,T20,Treble Twenty
319,2,60,T20,Treble Twenty
319,3,60,T20,Treble Twenty
320,1,60,T20,Treble Twenty
320,2,60,T20,Treble Twenty
320,3,60,T20,Treble Twenty
321,1,60,T20,Treble Twenty
321,2,60,T20,Treble Twenty
321,3,60,T20,Treble Twenty
322,1,60,T20,Treble Twenty
322,2,60,T20,Treble Twenty
322,3,60,T20,Treble Twenty
323,1,60,T20,Treble Twenty
323,2,60,T20,Treble Twenty
323,3,60,T20,Treble Twenty
324,1,60,T20,Treble Twenty
324,2,60,T20,Treble Twenty
324,3,60,T20,Treble Twenty
325,1,60,T20,Treble Twenty
325,2,60,T20,Treble Twenty
325,3,60,T20,Treble Twenty
326,1,60,T20,Treble Twenty
326,2,60,T20,Treble Twenty
326,3,60,T20,Treble Twenty
327,1,60,T20,Treble Twenty
327,2,60,T20,Treble Twenty
327,3,60,T20,Treble Twenty
328,1,60,T20,Treble Twenty
328,2,60,T20,Treble Twenty
328,3,60,T20,Treble Twenty
329,1,60,T20,Treble Twenty
329,2,60,T20,Treble Twenty
329,3,60,T20,Treble Twenty
330,1,60,T20,Treble Twenty
330,2,60,T20,Treble Twenty
330,3,60,T20,Treble Twenty
331,1,60,T20,Treble Twenty
331,2,60,T20,Treble Twenty
331,3,60,T20,Treble Twenty
332,1,60,T20,Treble Twenty
332,2,60,T20,Treble Twenty
332,3,60,T20,Treble Twenty
333,1,60,T20,Treble Twenty
333,2,60,T20,Treble Twenty
333,3,60,T20,Treble Twenty
334,1,60,T20,Treble Twenty
334,2,60,T20,Treble Twenty
334,3,60,T20,Treble Twenty
335,1,60,T20,Treble Twenty
335,2,60,T20,Treble Twenty
335,3,60,T20,Treble Twenty
336,1,60,T20,Treble Twenty
336,2,60,T20,Treble Twenty
336,3,60,T20,Treble Twenty
337,1,60,T20,Treble Twenty
337,2,60,T20,Treble Twenty
337,3,60,T20,Treble Twenty
338,1,60,T20,Treble Twenty
338,2,60,T20,Treble Twenty
338,3,60,T20,Treble Twenty
339,1,60,T20,Treble Twenty
339,2,60,T20,Treble Twenty
339,3,60,T20,Treble Twenty
340,1,60,T20,Treble Twenty
340,2,60,T20,Treble Twenty
340,3,60,T20,Treble Twenty
341,1,60,T20,Treble Twenty
341,2,60,T20,Treble Twenty
341,3,60,T20,Treble Twenty
342,1,60,T20,Treble Twenty
342,2,60,T20,Treble Twenty
342,3,60,T20,Treble Twenty
343,1,60,T20,Treble Twenty
343,2,60,T20,Treble Twenty
343,3,60,T20,Treble Twenty
344,1,60,T20,Treble Twenty
344,2,60,T20,Treble Twenty
344,3,60,T20,Treble Twenty
345,1,60,T20,Treble Twenty
345,2,60,T20,Treble Twenty
345,3,60,T20,Treble Twenty
346,1,60,T20,Treble Twenty
346,2,60,T20,Treble Twenty
346,3,60,T20,Treble Twenty
347,1,60,T20,Treble Twenty
347,2,60,T20,Treble Twenty
347,3,60,T20,Treble Twenty
348,1,60,T20,Treble Twenty
348,2,60,T20,Treble Twenty
348,3,60,T20,Treble Twenty
349,1,60,T20,Treble Twenty
349,2,60,T20,Treble Twenty
349,3,60,T20,Treble Twenty
350,1,60,T20,Treble Twenty
350,2,60,T20,Treble Twenty
350,3,60,T20,Treble Twenty
351,1,60,T20,Treble Twenty
351,2,60,T20,Treble Twenty
351,3,60,T20,Treble Twenty
352,1,60,T20,Treble Twenty
352,2,60,T20,Treble Twenty
352,3,60,T20,Treble Twenty
353,1,60,T20,Treble Twenty
353,2,60,T20,Treble Twenty
353,3,60,T20,Treble Twenty
354,1,60,T20,Treble Twenty
354,2,60,T20,Treble Twenty
354,3,60,T20,Treble Twenty
355,1,60,T20,Treble Twenty
355,2,60,T20,Treble Twenty
355,3,60,T20,Treble Twenty
356,1,60,T20,Treble Twenty
356,2,60,T20,Treble Twenty
356,3,60,T20,Treble Twenty
357,1,60,T20,Treble Twenty
357,2,60,T20,Treble Twenty
357,3,60,T20,Treble Twenty
358,1,60,T20,Treble Twenty
358,2,60,T20,Treble Twenty
358,3,60,T20,Treble Twenty
359,1,60,T20,Treble Twenty
359,2,60,T20,Treble Twenty
359,3,60,T20,Treble Twenty
360,1,60,T20,Treble Twenty
360,2,60,T20,Treble Twenty
360,3,60,T20,Treble Twenty
361,1,60,T20,Treble Twenty
361,2,60,T20,Treble Twenty
361,3,60,T20,Treble Twenty
362,1,60,T20,Treble Twenty
362,2,60,T20,Treble Twenty
362,3,60,T20,Treble Twenty
363,1,60,T20,Treble Twenty
363,2,60,T20,Treble Twenty
363,3,60,T20,Treble Twenty
364,1,60,T20,Treble Twenty
364,2,60,T20,Treble Twenty
364,3,60,T20,Treble Twenty
365,1,60,T20,Treble Twenty
365,2,60,T20,Treble Twenty
365,3,60,T20,Treble Twenty
366,1,60,T20,Treble Twenty
366,2,60,T20,Treble Twenty
366,3,60,T20,Treble Twenty
367,1,60,T20,Treble Twenty
367,2,60,T20,Treble Twenty
367,3,60,T20,Treble Twenty
368,1,60,T20,Treble Twenty
368,2,60,T20,Treble Twenty
368,3,60,T20,Treble Twenty
369,1,60,T20,Treble Twenty
369,2,60,T20,Treble Twenty
369,3,60,T20,Treble Twenty
370,1,60,T20,Treble Twenty
370,2,60,T20,Treble Twenty
370,3,60,T20,Treble Twenty
371,1,60,T20,Treble Twenty
371,2,60,T20,Treble Twenty
371,3,60,T20,Treble Twenty
372,1,60,T20,Treble Twenty
372,2,60,T20,Treble Twenty
372,3,60,T20,Treble Twenty
373,1,60,T20,Treble Twenty
373,2,60,T20,Treble Twenty
373,3,60,T20,Treble Twenty
374,1,60,T20,Treble Twenty
374,2,60,T20,Treble Twenty
374,3,60,T20,Treble Twenty
375,1,60,T20,Treble Twenty
375,2,60,T20,Treble Twenty
375,3,60,T20,Treble Twenty
376,1,60,T20,Treble Twenty
376,2,60,T20,Treble Twenty
376,3,60,T20,Treble Twenty
377,1,60,T20,Treble Twenty
377,2,60,T20,Treble Twenty
377,3,60,T20,Treble Twenty
378,1,60,T20,Treble Twenty
378,2,60,T20,Treble Twenty
378,3,60,T20,Treble Twenty
379,1,60,T20,Treble Twenty
379,2,60,T20,Treble Twenty
379,3,60,T20,Treble Twenty
380,1,60,T20,Treble Twenty
380,2,60,T20,Treble Twenty
380,3,60,T20,Treble Twenty
381,1,60,T20,Treble Twenty
381,2,60,T20,Treble Twenty
381,3,60,T20,Treble Twenty
382,1,60,T20,Treble Twenty
382,2,60,T20,Treble Twenty
382,3,60,T20,Treble Twenty
383,1,60,T20,Treble Twenty
383,2,60,T20,Treble Twenty
383,3,60,T20,Treble Twenty
384,1,60,T20,Treble Twenty
384,2,60,T20,Treble Twenty
384,3,60,T20,Treble Twenty
385,1,60,T20,Treble Twenty
385,2,60,T20,Treble Twenty
385,3,60,T20,Treble Twenty
386,1,60,T20,Treble Twenty
386,2,60,T20,Treble Twenty
386,3,60,T20,Treble Twenty
387,1,60,T20,Treble Twenty
387,2,60,T20,Treble Twenty
387,3,60,T20,Treble Twenty
388,1,60,T20,Treble Twenty
388,2,60,T20,Treble Twenty
388,3,60,T20,Treble Twenty
389,1,60,T20,Treble Twenty
389,2,60,T20,Treble Twenty
389,3,60,T20,Treble Twenty
390,1,60,T20,Treble Twenty
390,2,60,T20,Treble Twenty
390,3,60,T20,Treble Twenty
391,1,60,T20,Treble Twenty
391,2,60,T20,Treble Twenty
391,3,60,T20,Treble Twenty
392,1,60,T20,Treble Twenty
392,2,60,T20,Treble Twenty
392,3,60,T20,Treble Twenty
393,1,60,T20,Treble Twenty
393,2,60,T20,Treble Twenty
393,3,60,T20,Treble Twenty
394,1,60,T20,Treble Twenty
394,2,60,T20,Treble Twenty
394,3,60,T20,Treble Twenty
395,1,60,T20,Treble Twenty
395,2,60,T20,Treble Twenty
395,3,60,T20,Treble Twenty
396,1,60,T20,Treble Twenty
396,2,60,T20,Treble Twenty
396,3,60,T20,Treble Twenty
397,1,60,T20,Treble Twenty
397,2,60,T20,Treble Twenty
397,3,60,T20,Treble Twenty
398,1,60,T20,Treble Twenty
398,2,60,T20,Treble Twenty
398,3,60,T20,Treble Twenty
399,1,60,T20,Treble Twenty
399,2,60,T20,Treble Twenty
399,3,60,T20,Treble Twenty
400,1,60,T20,Treble Twenty
400,2,60,T20,Treble Twenty
400,3,60,T20,Treble Twenty
401,1,60,T20,Treble Twenty
401,2,60,T20,Treble Twenty
401,3,60,T20,Treble Twenty
402,1,60,T20,Treble Twenty
402,2,60,T20,Treble Twenty
402,3,60,T20,Treble Twenty
403,1,60,T20,Treble Twenty
403,2,60,T20,Treble Twenty
403,3,60,T20,Treble Twenty
404,1,60,T20,Treble Twenty
404,2,60,T20,Treble Twenty
404,3,60,T20,Treble Twenty
405,1,60,T20,Treble Twenty
405,2,60,T20,Treble Twenty
405,3,60,T20,Treble Twenty
406,1,60,T20,Treble Twenty
406,2,60,T20,Treble Twenty
406,3,60,T20,Treble Twenty
407,1,60,T20,Treble Twenty
407,2,60,T20,Treble Twenty
407,3,60,T20,Treble Twenty
408,1,60,T20,Treble Twenty
408,2,60,T20,Treble Twenty
408,3,60,T20,Treble Twenty
409,1,60,T20,Treble Twenty
409,2,60,T20,Treble Twenty
409,3,60,T20,Treble Twenty
410,1,60,T20,Treble Twenty
410,2,60,T20,Treble Twenty
410,3,60,T20,Treble Twenty
411,1,60,T20,Treble Twenty
411,2,60,T20,Treble Twenty
411,3,60,T20,Treble Twenty
412,1,60,T20,Treble Twenty
412,2,60,T20,Treble Twenty
412,3,60,T20,Treble Twenty
413,1,60,T20,Treble Twenty
413,2,60,T20,Treble Twenty
413,3,60,T20,Treble Twenty
414,1,60,T20,Treble Twenty
414,2,60,T20,Treble Twenty
414,3,60,T20,Treble Twenty
415,1,60,T20,Treble Twenty
415,2,60,T20,Treble Twenty
415,3,60,T20,Treble Twenty
416,1,60,T20,Treble Twenty
416,2,60,T20,Treble Twenty
416,3,60,T20,Treble Twenty
417,1,60,T20,Treble Twenty
417,2,60,T20,Treble Twenty
417,3,60,T20,Treble Twenty
418,1,60,T20,Treble Twenty
418,2,60,T20,Treble Twenty
418,3,60,T20,Treble Twenty
419,1,60,T20,Treble Twenty
419,2,60,T20,Treble Twenty
419,3,60,T20,Treble Twenty
420,1,60,T20,Treble Twenty
420,2,60,T20,Treble Twenty
420,3,60,T20,Treble Twenty
421,1,60,T20,Treble Twenty
421,2,60,T20,Treble Twenty
421,3,60,T20,Treble Twenty
422,1,60,T20,Treble Twenty
422,2,60,T20,Treble Twenty
422,3,60,T20,Treble Twenty
423,1,60,T20,Treble Twenty
423,2,60,T20,Treble Twenty
423,3,60,T20,Treble Twenty
424,1,60,T20,Treble Twenty
424,2,60,T20,Treble Twenty
424,3,60,T20,Treble Twenty
425,1,60,T20,Treble Twenty
425,2,60,T20,Treble Twenty
425,3,60,T20,Treble Twenty
426,1,60,T20,Treble Twenty
426,2,60,T20,Treble Twenty
426,3,60,T20,Treble Twenty
427,1,60,T20,Treble Twenty
427,2,60,T20,Treble Twenty
427,3,60,T20,Treble Twenty
428,1,60,T20,Treble Twenty
428,2,60,T20,Treble Twenty
428,3,60,T20,Treble Twenty
429,1,60,T20,Treble Twenty
429,2,60,T20,Treble Twenty
429,3,60,T20,Treble Twenty
430,1,60,T20,Treble Twenty
430,2,60,T20,Treble Twenty
430,3,60,T20,Treble Twenty
431,1,60,T20,Treble Twenty
431,2,60,T20,Treble Twenty
431,3,60,T20,Treble Twenty
432,1,60,T20,Treble Twenty
432,2,60,T20,Treble Twenty
432,3,60,T20,Treble Twenty
433,1,60,T20,Treble Twenty
433,2,60,T20,Treble Twenty
433,3,60,T20,Treble Twenty
434,1,60,T20,Treble Twenty
434,2,60,T20,Treble Twenty
434,3,60,T20,Treble Twenty
435,1,60,T20,Treble Twenty
435,2,60,T20,Treble Twenty
435,3,60,T20,Treble Twenty
436,1,60,T20,Treble Twenty
436,2,60,T20,Treble Twenty
436,3,60,T20,Treble Twenty
437,1,60,T20,Treble Twenty
437,2,60,T20,Treble Twenty
437,3,60,T20,Treble Twenty
438,1,60,T20,Treble Twenty
438,2,60,T20,Treble Twenty
438,3,60,T20,Treble Twenty
439,1,60,T20,Treble Twenty
439,2,60,T20,Treble Twenty
439,3,60,T20,Treble Twenty
440,1,60,T20,Treble Twenty
440,2,60,T20,Treble Twenty
440,3,60,T20,Treble Twenty
441,1,60,T20,Treble Twenty
441,2,60,T20,Treble Twenty
441,3,60,T20,Treble Twenty
442,1,60,T20,Treble Twenty
442,2,60,T20,Treble Twenty
442,3,60,T20,Treble Twenty
443,1,60,T20,Treble Twenty
443,2,60,T20,Treble Twenty
443,3,60,T20,Treble Twenty
444,1,60,T20,Treble Twenty
444,2,60,T20,Treble Twenty
444,3,60,T20,Treble Twenty
445,1,60,T20,Treble Twenty
445,2,60,T20,Treble Twenty
445,3,60,T20,Treble Twenty
446,1,60,T20,Treble Twenty
446,2,60,T20,Treble Twenty
446,3,60,T20,Treble Twenty
447,1,60,T20,Treble Twenty
447,2,60,T20,Treble Twenty
447,3,60,T20,Treble Twenty
448,1,60,T20,Treble Twenty
448,2,60,T20,Treble Twenty
448,3,60,T20,Treble Twenty
449,1,60,T20,Treble Twenty
449,2,60,T20,Treble Twenty
449,3,60,T20,Treble Twenty
450,1,60,T20,Treble Twenty
450,2,60,T20,Treble Twenty
450,3,60,T20,Treble Twenty
451,1,60,T20,Treble Twenty
451,2,60,T20,Treble Twenty
451,3,60,T20,Treble Twenty
452,1,60,T20,Treble Twenty
452,2,60,T20,Treble Twenty
452,3,60,T20,Treble Twenty
453,1,60,T20,Treble Twenty
453,2,60,T20,Treble Twenty
453,3,60,T20,Treble Twenty
454,1,60,T20,Treble Twenty
454,2,60,T20,Treble Twenty
454,3,60,T20,Treble Twenty
455,1,60,T20,Treble Twenty
455,2,60,T20,Treble Twenty
455,3,60,T20,Treble Twenty
456,1,60,T20,Treble Twenty
456,2,60,T20,Treble Twenty
456,3,60,T20,Treble Twenty
457,1,60,T20,Treble Twenty
457,2,60,T20,Treble Twenty
457,3,60,T20,Treble Twenty
458,1,60,T20,Treble Twenty
458,2,60,T20,Treble Twenty
458,3,60,T20,Treble Twenty
459,1,60,T20,Treble Twenty
459,2,60,T20,Treble Twenty
459,3,60,T20,Treble Twenty
460,1,60,T20,Treble Twenty
460,2,60,T20,Treble Twenty
460,3,60,T20,Treble Twenty
461,1,60,T20,Treble Twenty
461,2,60,T20,Treble Twenty
461,3,60,T20,Treble Twenty
462,1,60,T20,Treble Twenty
462,2,60,T20,Treble Twenty
462,3,60,T20,Treble Twenty
463,1,60,T20,Treble Twenty
463,2,60,T20,Treble Twenty
463,3,60,T20,Treble Twenty
464,1,60,T20,Treble Twenty
464,2,60,T20,Treble Twenty
464,3,60,T20,Treble Twenty
465,1,60,T20,Treble Twenty
465,2,60,T20,Treble Twenty
465,3,60,T20,Treble Twenty
466,1,60,T20,Treble Twenty
466,2,60,T20,Treble Twenty
466,3,60,T20,Treble Twenty
467,1,60,T20,Treble Twenty
467,2,60,T20,Treble Twenty
467,3,60,T20,Treble Twenty
468,1,60,T20,Treble Twenty
468,2,60,T20,Treble Twenty
468,3,60,T20,Treble Twenty
469,1,60,T20,Treble Twenty
469,2,60,T20,Treble Twenty
469,3,60,T20,Treble Twenty
470,1,60,T20,Treble Twenty
470,2,60,T20,Treble Twenty
470,3,60,T20,Treble Twenty
471,1,60,T20,Treble Twenty
471,2,60,T20,Treble Twenty
471,3,60,T20,Treble Twenty
472,1,60,T20,Treble Twenty
472,2,60,T20,Treble Twenty
472,3,60,T20,Treble Twenty
473,1,60,T20,Treble Twenty
473,2,60,T20,Treble Twenty
473,3,60,T20,Treble Twenty
474,1,60,T20,Treble Twenty
474,2,60,T20,Treble Twenty
474,3,60,T20,Treble Twenty
475,1,60,T20,Treble Twenty
475,2,60,T20,Treble Twenty
475,3,60,T20,Treble Twenty
476,1,60,T20,Treble Twenty
476,2,60,T20,Treble Twenty
476,3,60,T20,Treble Twenty
477,1,60,T20,Treble Twenty
477,2,60,T20,Treble Twenty
477,3,60,T20,Treble Twenty
478,1,60,T20,Treble Twenty
478,2,60,T20,Treble Twenty
478,3,60,T20,Treble Twenty
479,1,60,T20,Treble Twenty
479,2,60,T20,Treble Twenty
479,3,60,T20,Treble Twenty
480,1,60,T20,Treble Twenty
480,2,60,T20,Treble Twenty
480,3,60,T20,Treble Twenty
481,1,60,T20,Treble Twenty
481,2,60,T20,Treble Twenty
481,3,60,T20,Treble Twenty
482,1,60,T20,Treble Twenty
482,2,60,T20,Treble Twenty
482,3,60,T20,Treble Twenty
483,1,60,T20,Treble Twenty
483,2,60,T20,Treble Twenty
483,3,60,T20,Treble Twenty
484,1,60,T20,Treble Twenty
484,2,60,T20,Treble Twenty
484,3,60,T20,Treble Twenty
485,1,60,T20,Treble Twenty
485,2,60,T20,Treble Twenty
485,3,60,T20,Treble Twenty
486,1,60,T20,Treble Twenty
486,2,60,T20,Treble Twenty
486,3,60,T20,Treble Twenty
487,1,60,T20,Treble Twenty
487,2,60,T20,Treble Twenty
487,3,60,T20,Treble Twenty
488,1,60,T20,Treble Twenty
488,2,60,T20,Treble Twenty
488,3,60,T20,Treble Twenty
489,1,60,T20,Treble Twenty
489,2,60,T20,Treble Twenty
489,3,60,T20,Treble Twenty
490,1,60,T20,Treble Twenty
490,2,60,T20,Treble Twenty
490,3,60,T20,Treble Twenty
491,1,60,T20,Treble Twenty
491,2,60,T20,Treble Twenty
491,3,60,T20,Treble Twenty
492,1,60,T20,Treble Twenty
492,2,60,T20,Treble Twenty
492,3,60,T20,Treble Twenty
493,1,60,T20,Treble Twenty
493,2,60,T20,Treble Twenty
493,3,60,T20,Treble Twenty
494,1,60,T20,Treble Twenty
494,2,60,T20,Treble Twenty
494,3,60,T20,Treble Twenty
495,1,60,T20,Treble Twenty
495,2,60,T20,Treble Twenty
495,3,60,T20,Treble Twenty
496,1,60,T20,Treble Twenty
496,2,60,T20,Treble Twenty
496,3,60,T20,Treble Twenty
497,1,60,T20,Treble Twenty
497,2,60,T20,Treble Twenty
497,3,60,T20,Treble Twenty
498,1,60,T20,Treble Twenty
498,2,60,T20,Treble Twenty
498,3,60,T20,Treble Twenty
499,1,60,T20,Treble Twenty
499,2,60,T20,Treble Twenty
499,3,60,T20,Treble Twenty
500,1,60,T20,Treble Twenty
500,2,60,T20,Treble Twenty
500,3,60,T20,Treble Twenty
501,1,60,T20,Treble Twenty
501,2,60,T20,Treble Twenty
501,3,60,T20,Treble Twenty
